categoria,nombre,sexo,UltimaFormacionAcademica,NodoHijo,nodo_padre,Titulo_proyecto,año
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Innovación de proceso o procedimiento,Desarrollo Tecnológico e Innovación,Innovacion en Proceso Normas Proyectos de Grado Facultad de Ingenieria-UNAC,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Innovación de proceso o procedimiento,Desarrollo Tecnológico e Innovación,Innovacion en Proceso Formatos y Reglamento Pasantias FI,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informe técnico,Divulgación Pública de la Ciencia,Informe Tecnico Promoción y Prevención de Enfermedades Crónicas no transmisibles para el Departamento de Antioquia acorde a los Lineamientos Establecidos por la OMS y la OPS (Mayo 2019),2019
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informe técnico,Divulgación Pública de la Ciencia,Informe Técnico Proyecto DCS-FI-Salud (Diciembre 2019),2019
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informe técnico,Divulgación Pública de la Ciencia,Informe Técnico Proyecto FI-Vitarrico (Diciembre 2019),2019
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informe técnico,Divulgación Pública de la Ciencia,Informe Tecnico Promoción y Prevención de Enfermedades Crónicas no transmisibles para el Departamento de Antioquia acorde a los Lineamientos Establecidos por la OMS y la OPS (Mayo 2017),2017
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informe técnico,Divulgación Pública de la Ciencia,Informe Tecnico Promoción y Prevención de Enfermedades Crónicas no transmisibles para el Departamento de Antioquia acorde a los Lineamientos Establecidos por la OMS y la OPS (Mayo 2016),2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informe técnico,Divulgación Pública de la Ciencia,Informe Tecnico Promoción y Prevención de Enfermedades Crónicas no transmisibles para el Departamento de Antioquia acorde a los Lineamientos Establecidos por la OMS y la OPS (Mayo 2018),2018
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informe técnico,Divulgación Pública de la Ciencia,Informe Tecnico del Proyecto Diseño de una Estructura de Digitalización en la cadena Logística de la Empresa Vitarrico S.A.(Mayo 2019),2019
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informe técnico,Divulgación Pública de la Ciencia,M101PR03F09 Formato Informe Técnico Final de Programas y Proyectos de CTeI V00 Prototipo de objetos virtuales de aprendizaje para el aprendizaje de la lógica de programación en Colombia Contrato No. 0754 de 2013 COLCIENCIAS,2014
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informe técnico,Divulgación Pública de la Ciencia,M101PR03F09 Formato Informe Técnico Final de Programas y Proyectos de CTeI V00 - Aplicación móvil para el cuidado de la salud Contrato No. 0754 de 2013 COLCIENCIAS,2014
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Informe de Investigación Diciembre 2014 Programa de Promocion y Prevencion de Enfermedades Cronicas no Trasmisibles para El Departamento De Antioquia acorde A Los Lineamientos Establecidos por La OMG Y La OPS,2014
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Informe de Investigación Base de Conocimiento sobre Buenas Prácticas en Redes Avanzadas,2013
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,"Informe de Investigación Diciembre 2015 Desarrollo de prototipo de sistema de información hospitalario integrado, interoperable para instituciones prestadoras de salud bajo la modalidad de telemedicina en el Departamento de Antioquia",2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Informe de Investigación Enero 2016 Programa de Promocion y Prevencion de Enfermedades Cronicas no Trasmisibles para El Departamento De Antioquia acorde A Los Lineamientos Establecidos por La OMG Y La OPS,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Informes finales de investigación,Divulgación Pública de la Ciencia,Informe de Investigación Junio 2017 Programa de Promocion y Prevencion de Enfermedades Cronicas no Trasmisibles para El Departamento de Antioquia acorde A Los Lineamientos Establecidos por La OMG Y La OPS,2017
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,¿Usted puede salvar una vida¿ Guía de Procedimientos de Enfermería en RCP en población mayor de 18 años usando realidad aumentada,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Proyecto Integrador como estrategia incremental e integradora para la enseñanza de la ingeniería del software,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Mejoramiento en el análisis; exportación y diseminación de ionogramas digitales a un repositorio de datos científicos abiertos desde la sonda IPS-42,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Mobile app to diminish mobile phone use while driving using App inventor - Phase 2,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Teaching adults CPR in a group of students of Prehospital Care at the Colombian Adventist University using augmented reality,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Process to improve the angles learning of 10th-grade students in the Icolven High School - Phase 2,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Realidad Virtual en la Adquisición de Hábitos Saludables en el uso de smartphones y computadoras,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Repercusión de la reforma tributaria de 2017 en el Índice de Precios al Consumidor en Colombia,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Reflexiones de Las Bienaventuranzas Usando Realidad Virtual Aumentada,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Análisis de perfiles ocupacionales y planes de estudio de los programas de Contaduría Pública en las universidades acreditadas en Colombia y universidades de las divisiones Inter-Americana y Sur Americana.,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Realidad Aumentada RCP,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Uso de la Realidad Virtual en la Adquisición de Hábitos Saludables,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Diseño de una Solución de Realidad Virtual Aumentada para Aprendizaje de RCP en Adultos,2017
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Uso de la Realidad virtual en la educación en Ingeniería,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Definición de un ecosistema para la gestión de enfermedades no transmisibles a través del fomento de un estilo saludable,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Smart City Arquitecture Proposal using the MQTT IoT Protocol to control Noise and Pollution in Medellín City,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Intership at Quemby and Gravital,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Repercusión de la reforma tributaria en el IPC,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2018
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Information Technology Strategic Plan - City of Bello,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Intership at Quemby and Gravital software factories,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2024
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Ahorro energético en el hogar mediante el uso de dispositivos móviles Android que permita el Control automatizado del hogar usando una tarjeta Raspberry Pi,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Use of Scalable Data Mining Techniques and Supercomputing in Health Prediction,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Design of a Software Development Ecosystem Prototype for the Computer Science Program at FUNLAM University,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Mental Disorder Prediction using Big Data Analytics,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Open Data Catalog Prototype for Data Management of Social Responsability in Higher Education in Colombia,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,¿Usted puede salvar una vida¿ Guía de Procedimientos de Enfermería en RCP en población mayor de 18 años usando realidad aumentada,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Data Analytics in Detecting Patterns for Early Detection of Crime,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Cardiovascular Disease Analysis with Big Data and High Computing,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Actualización Sistema Virtual de Gestión Académica SVGA UNAC,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Marco de Referencia para la Enseñanza de la Ingenieria de Software en Instituciones de Educación Superior Adventistas de Latinoamerica,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Design of a Mobile Application to Reduce the Academic Dropout Improving the Free Time Management,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Design of a Virtual Learning Object for Programming Logic Learning,2016
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Aplicación Movil para el Cuidado de la Salud,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Aplicación Movíl en salud Guia de las 8 Semanas - Windows Phone,2014
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Auditoria de conocimiento en el factor Estudiantes del programa de Administración de la Funlam,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Base de Conocimiento sobre Buenas Prácticas en Redes Avanzadas,2013
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación desarrollo e Innovación,Formación del Recurso Humano,Investigación; desarrollo e Innovación,2013
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Desarrollo de una aplicación movil para el cuidado de la salud,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Prototipo de Objetos Virtuales de Aprendizaje para el Aprendizaje de la lógica de Programación,2015
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Programa de Promoción y Prevención de Enfermedades Cronicas no Transmisibles para el Departamento de Antioquia Acorde a los Lineamientos Establecidos por la OMG y la OPS.,2014
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Busqueda en Texto Completo en Repositorios Digitales,2010
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Estudio de factibilidad de un laboratorio de Robotica e Informatica,2008
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Levantamiento; Diseño e Implementacion de las Normas de Control Interno para la Gestion de la Tecnologia de Pensiones de Antioquia,2010
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Compendio Synchronous Digital Hierarchy,2000
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Diseño de una red privada virtual PC to LAN para la Fundacion Universitaria Maria Cano,2005
Investigador Asociado,Walter Hugo Arboleda Mazo,Masculino,Doctorado,Investigación y desarrollo,Formación del Recurso Humano,Definición de Arquitectura para Datos Abiertos Gubernamentales,2013
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Monografía de conclusión de curso de perfeccionamiento/especialización,Formación del Recurso Humano,Herramientas virtuales para el aprendizaje del inglés del grado 4to de primaria del ICOLVEN: propuesta didáctica Corporación Universitaria Adventista,2018
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Integración de la fe y la enseñanza : aprendizaje en la experiencia docente Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Innovación de estrategias en la integración de la fe en la enseñanza y aprendizaje Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Relaciones familiares y su relación con el desempeño escolar Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Fortalecimiento en el aprendizaje significativo mediante la integración de la fe Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,"Escuela de padres, construcción de guía metodológica para instituciones adventistas Corporación Universitaria Adventista",2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Propuesta para la enseñanza del concepto paz a partir de la Biblia desde una perspectiva interdisciplinar Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,"Estrategia didáctica para la enseñanza de la operaciones matemáticas básicas a estudiantes del grado transición del Colegio Adventista Libertad de Sabana de Torres, con el uso del Ábaco Japonés Corporación Universitaria Adventista",2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Conocimiento y práctica de los hábitos saludables en docentes de colegios adventistas Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Procesos de lectura en los educandos de la Corporación Educativa Adventista C.E.A. del grado primero. Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,El proyecto de aula como estrategia motivadora para el aprendizaje en los alumnos de octavo grado del Colegio Adventista Turbo ( CAT) Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Experiencia curricular en el Colegio Adventista de Cartagena para la integración de fe enseñanza y aprendizaje Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Estrategias de evaluación integral por competencias en la Institución educativa adventista de Zaragoza Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,"El clima organizacional y la calidad educativa en el Colegio Adventista Bethel de Saravena, durante el segundo semestre escolar, 2019 Corporación Universitaria Adventista",2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Propuesta de reglamento interno de trabajo para el Instituto Colombo Venezolano Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Desarrollo de la comprensión lectora en estudiantes de grado décimo del colegio adventista de Villavicencio Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Estrategias para la enseñanza de competencias lectoras en el grado décimo del Colegio Adventista del Atlántico Max Trummer Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Estrategias de fortalecimiento del inglés mediante blog educativo para estudiantes del grado octavo de los colegios Cadel y Cadeg Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Enseñar a aprender desde la perspectiva cristiana filosófica según George Knight Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Inclusión del creole en la lectura y escritura en el aula de clase Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Fortalecimiento del proceso lecto escritor integrado la fe en el aprendizaje Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Fortalecimiento de la comprensión lectora en los estudiantes de 4o grado de la I.E. Adventista de Quibdó Bolívar Escandón Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Propuesta didáctica ¿Disfruta leyendo y aprendiendo¿ Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,Eficacia del programa pre saber 11 del Colegio Adventista de Ibagué en el desarrollo de competencias de lectura crítica Corporación Universitaria Adventista,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos de grado de pregrado,Formación del Recurso Humano,Estado del arte en investigación sobre el uso y aplicacion de las TIC en la Educación Inical (3 a 6 años) en Medellín Colombia Corporación Universitaria Adventista,2012
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajo de grado de maestría o especialidad clínica,Formación del Recurso Humano,Propuesta de una Estrategia en el Acompañamiento Parental Frente al Rendimiento Académico de los Estudiantes de una Institución Educativa Corporación Universitaria Adventista,2022
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Tesis de doctorado,Formación del Recurso Humano,Impact of the Regionalization of Universidad de Antioquia in the Development of Human Capital and Impr elopment of Human Capital and Improvement of the E ement of the Equity in quity in the Region of Urabá Universidad de Andrews,2021
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos dirigidos/Tutorías de otro tipo,Formación del Recurso Humano,La Informática como herramienta de aprendizaje de la física del grado sexto Corporación Universitaria Adventista,2015
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Monografía de conclusión de curso de perfeccionamiento/especialización,Formación del Recurso Humano,Sistema de Gestión para la Creación de materiales digitales y cursos virtuales en la UNAC Corporación Universitaria Adventista,2014
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Trabajos de grado de pregrado,Formación del Recurso Humano,"Ludoteca bilingüe, una estrategia didáctica para reforzar el aprendizaje del inglés en niños de 5 - 7 años del Instituto Adventista del Carare (INAC) Corporación Universitaria Adventista",2015
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Monografía de conclusión de curso de perfeccionamiento/especialización,Formación del Recurso Humano,Diseño de un sistema de gestión para el desarrollo de materiales digitales en Unac virtual ﻿ Corporación Universitaria Adventista,2015
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Monografía de conclusión de curso de perfeccionamiento/especialización,Formación del Recurso Humano,Factibilidad de la enseñanza mediada por las TIC en los colegios adventistas de la Unión Colombiana del Sur ﻿ Corporación Universitaria Adventista,2016
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Monografía de conclusión de curso de perfeccionamiento/especialización,Formación del Recurso Humano,Caracterización y diseño de un sistema de evaluación del profesorado para los colegios adventistas del Norte y Emmanuel en Bogotá ﻿ Corporación Universitaria Adventista,2015
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Monografía de conclusión de curso de perfeccionamiento/especialización,Formación del Recurso Humano,Los videojuegos y el rendimiento académico Corporación Universitaria Adventista,2018
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Consultoría Científico Tecnológica e Informe Técnico,Divulgación Pública de la Ciencia,Evaluación por Competencias y Estándares Curriculares,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Consultoría Científico Tecnológica e Informe Técnico,Divulgación Pública de la Ciencia,Cosmovisión Institucional y la Enseñanza,2018
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Consultoría Científico Tecnológica e Informe Técnico,Divulgación Pública de la Ciencia,Implementación platafomra LMS Moddle en el marco de lap ndemia COVID -19,2020
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Evento científico,Divulgación Pública de la Ciencia,Congreso de Investigación y Pedagogía III Nacional II Internacional,2013
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Evento científico,Divulgación Pública de la Ciencia,CIES 2022. Illuminating the POWER OF IDEA/LISM,2022
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Evento científico,Divulgación Pública de la Ciencia,4° Congreso de investigación de la División Interamericana,2021
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Evento científico,Divulgación Pública de la Ciencia,5° Congreso de investigación de la División Interamericana,2023
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Evento científico,Divulgación Pública de la Ciencia,XVII Encuentro Departamental de Semilleros de Investigación de la RedCOLSI,2018
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Evento científico,Divulgación Pública de la Ciencia,I CUMBRE DE FACULTADES DE EDUCACIÓN,2019
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Hacia una difinición de currículo en una institución superior de educación adventista. Una revisión crítica de diferentes posturas curriculares,2017
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Artículo,Nuevo Conocimiento,La comunicación como estrategia de estímulo para la producción investigativa,2012
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Diferencia constructiva entre docentes presenciales y tutores a distancia,2012
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Computadores y software social: Reflexiones sobre una realidad local,2012
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Informática educativa y la educación colombiana: una mirada actual,2012
Investigador Junior,wilson arana palomino,Masculino,Doctorado,Artículo,Nuevo Conocimiento,Educar para la integración o para la integridad,2012
