id_link_grouplab,tipo,nodo_padre,nombre_grupo_investigacion,sigla_grupo_investigacion,titulo,titulo_original,titulo_normalizado,autor_1,autor_2,autor_3,autor_4,autor_5,issn,isbn,revista,ano
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Habilidades investigativas en educación formal: una revisión sistemática y bibliométrica,Habilidades investigativas en educación formal: una revisión sistemática y bibliométrica,habilidades investigativas en educacion formal una revision sistematica y bibliometrica,JENIFFER XIMENA VEGA FAJARDO,SONIA LUCIA VARGAS AMEZQUITA,,,,2529-9824,,EUROPEAN PUBLIC AND SOCIAL INNOVATION REVIEW,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Lenguaje e interpretación en la noción de probabilidad de Gottfried Leibniz,Lenguaje e interpretación en la noción de probabilidad de Gottfried Leibniz,lenguaje e interpretacion en la nocion de probabilidad de gottfried leibniz,GELVER PEREZ PULIDO,HELMER BENIGNO QUINTERO NUNEZ,ANDRES FELIPE ALVAREZ GARCIA,,,2529-9824,,EUROPEAN PUBLIC AND SOCIAL INNOVATION REVIEW,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Evaluation of Artificial Intelligence as a Source of Motivation in the Teaching of Chemistry: A Study with Tenth Grade Students at the Adventist School of Ibagué,Evaluation of Artificial Intelligence as a Source of Motivation in the Teaching of Chemistry: A Study with Tenth Grade Students at the Adventist School of Ibagué,evaluation of artificial intelligence as a source of motivation in the teaching of chemistry a study with tenth grade students at the adventist school of ibague,LEONARDO MAURIS DE LA OSSA,NURY AUDREY NIETO GARZON,CELMIRA PEREZ PULIDO,BLANCA EDILMA GARCIA HERRAN,JORGE HOYOS RENTERIA,2472-9876,,EVOLUTIONARY STUDIES IN IMAGINATIVE CULTURE,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Comparación de los niveles de inteligencia emocional y creatividad en niños escolarizados y educados en casa homeschoolers,Comparación de los niveles de inteligencia emocional y creatividad en niños escolarizados y educados en casa homeschoolers,comparacion de los niveles de inteligencia emocional y creatividad en ninos escolarizados y educados en casa homeschoolers,ERIKA YAMILA MELO ROMERO,,,,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Uso de herramientas digitales en la enseñanza de las ciencias naturales a estudiantes de secundaria en Iberoamérica.,Uso de herramientas digitales en la enseñanza de las ciencias naturales a estudiantes de secundaria en Iberoamérica.,uso de herramientas digitales en la ensenanza de las ciencias naturales a estudiantes de secundaria en iberoamerica,LEONARDO MAURIS DE LA OSSA,,,,,2665-5837,,Conocimiento Global,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Antropología de la religión: Observando la dinámica de lo sagrado,Antropología de la religión: Observando la dinámica de lo sagrado,antropologia de la religion observando la dinamica de lo sagrado,MILTON ANDRES JARA RAMIREZ,HELMER BENIGNO QUINTERO NUNEZ,HECTOR FABIAN PALACIOS VANEGAS,,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Tendencias investigativas en Tecnologías Verdes orientadas a la Protección Ambiental,Tendencias investigativas en Tecnologías Verdes orientadas a la Protección Ambiental,tendencias investigativas en tecnologias verdes orientadas a la proteccion ambiental,LUIS FERNANDO GARCES GIRALDO,,,,,2183-0126,,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Tendencias investigativas en el uso de la Inteligencia artificial en el turismo,Tendencias investigativas en el uso de la Inteligencia artificial en el turismo,tendencias investigativas en el uso de la inteligencia artificial en el turismo,LUIS FERNANDO GARCES GIRALDO,,,,,2183-0126,,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Tendencias investigativas en el uso de la inteligencia artificial en el marketing digital,Tendencias investigativas en el uso de la inteligencia artificial en el marketing digital,tendencias investigativas en el uso de la inteligencia artificial en el marketing digital,LUIS FERNANDO GARCES GIRALDO,,,,,2183-0126,,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Antropología de la Religión: Avistamiento a la dinámica de la sacralidad,Antropología de la Religión: Avistamiento a la dinámica de la sacralidad,antropologia de la religion avistamiento a la dinamica de la sacralidad,HECTOR FABIAN PALACIOS VANEGAS,HELMER BENIGNO QUINTERO NUNEZ,MILTON ANDRES JARA RAMIREZ,CARLOS HUGO BLANCO LINARES,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Empleabilidad Femenina en el Contexto de Economías en Vías de Desarrollo,Empleabilidad Femenina en el Contexto de Economías en Vías de Desarrollo,empleabilidad femenina en el contexto de economias en vias de desarrollo,LUIS FERNANDO GARCES GIRALDO,,,,,2183-0126,,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Impacto de la actividad física en la salud mental en personas con trastornos de ansiedad y estrés,Impacto de la actividad física en la salud mental en personas con trastornos de ansiedad y estrés,impacto de la actividad fisica en la salud mental en personas con trastornos de ansiedad y estres,PAULA ANDREA SAAVEDRA PARRA,DORIMELY GASPAR CARTAGENA,LIGIA ELMIRA ROMERO COGOLLO,MARILUZ CANO GARCIA,MARYIN KATHERYN ALVAREZ GOMEZ,1886-8576,,Revista Iberoamericana de Psicologia del Ejercicio y el Deporte,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Integrating Artificial Intelligence in Higher Education: A Systematic Review and Perspectives in Latin America,Integrating Artificial Intelligence in Higher Education: A Systematic Review and Perspectives in Latin America,integrating artificial intelligence in higher education a systematic review and perspectives in latin america,FREDY GIOVANNY FERNANDEZ GOMEZ,LEONARDO MAURIS DE LA OSSA,JORGE HOYOS RENTERIA,GELVER PEREZ PULIDO,,1741-8992,,MIGRATION LETTERS,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,El oikos en la red de redes,El oikos en la red de redes,el oikos en la red de redes,LUIS FERNANDO GARCES GIRALDO,,,,,1316-5216,,UTOPIA Y PRAXIS LATINOAMERICANA,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Impact of Artificial Intelligence as an Educational Resource in Teaching-Learning Processes in the Area of Biology: Significant Experiences with Eighth Grade Students of the CEA Cámbulos Adventist School,Impact of Artificial Intelligence as an Educational Resource in Teaching-Learning Processes in the Area of Biology: Significant Experiences with Eighth Grade Students of the CEA Cámbulos Adventist School,impact of artificial intelligence as an educational resource in teaching-learning processes in the area of biology significant experiences with eighth grade students of the cea cambulos adventist school,LEONARDO MAURIS DE LA OSSA,MONICA LISETH SUSATAMA ESGUERRA,SAMUEL ANDRES SAAVEDRA DUQUE,,,2472-9876,,EVOLUTIONARY STUDIES IN IMAGINATIVE CULTURE,2024
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Evaluación innovadora de los aprendizajes en educación media y superior en América Latina: revisión sistemática,Evaluación innovadora de los aprendizajes en educación media y superior en América Latina: revisión sistemática,evaluacion innovadora de los aprendizajes en educacion media y superior en america latina revision sistematica,GUSTAVO ADOLFO PHEREZ GOMEZ,JORGE HOYOS RENTERIA,EDNA KATHERINE CONDE VEGA,NURY NATALIA GARZON AGUIAR,,2215-8421,,Voces Y Silencios,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Impacto del estrés laboral en el bienestar psicológico del personal de un hospital público de medellín, Colombia","Impacto del estrés laboral en el bienestar psicológico del personal de un hospital público de medellín, Colombia",impacto del estres laboral en el bienestar psicologico del personal de un hospital publico de medellin colombia,MARILUZ CANO GARCIA,DANIEL RUIZ VARGAS,,,,0717-9553,,CIENCIA Y ENFERMERIA,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,El «oikos» como referente simbólico en condiciones de adversidad,El «oikos» como referente simbólico en condiciones de adversidad,el «oikos» como referente simbolico en condiciones de adversidad,LUIS FERNANDO GARCES GIRALDO,,,,,0031-4749,,PENSAMIENTO,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Una cosmovisión emergente por causa del Covid-19,Una cosmovisión emergente por causa del Covid-19,una cosmovision emergente por causa del covid-19,GUSTAVO ADOLFO PHEREZ GOMEZ,ENOC IGLESIAS ORTEGA,,,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Artificial Intelligence and Ethics in the Classroom: A Systematic Review,Artificial Intelligence and Ethics in the Classroom: A Systematic Review,artificial intelligence and ethics in the classroom a systematic review,FREDY GIOVANNY FERNANDEZ GOMEZ,GELVER PEREZ PULIDO,JORGE HOYOS RENTERIA,LEONARDO MAURIS DE LA OSSA,,1741-8992,,MIGRATION LETTERS,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Potential Implications of Task-Based Language Teaching on Developing EFL Learners' Oral Fluency,Potential Implications of Task-Based Language Teaching on Developing EFL Learners' Oral Fluency,potential implications of task-based language teaching on developing efl learners' oral fluency,ESTEBAN MAYORGA MUNOZ,EULICES CORDOBA ZUNIGA,NANCY ESTHER RUIZ GALLEGO,,,1694-2116,,INTERNATIONAL JOURNAL OF LEARNING TEACHING AND EDUCATIONAL RESEARCH,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Las Emociones Y La Resignificación De La Realidad En Laura Montoya Upegui,Las Emociones Y La Resignificación De La Realidad En Laura Montoya Upegui,las emociones y la resignificacion de la realidad en laura montoya upegui,LUIS FERNANDO GARCES GIRALDO,,,,,2183-0126,,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Una propuesta ética como alternativa de aprendizaje en Laura Montoya Upegui,Una propuesta ética como alternativa de aprendizaje en Laura Montoya Upegui,una propuesta etica como alternativa de aprendizaje en laura montoya upegui,LUIS FERNANDO GARCES GIRALDO,,,,,0718-8382,,HYBRIS REVISTA DE FILOSOFIA,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,AN OVERVIEW OF COMPREHENSIVE TRAINING INHIGHER EDUCATION BETWEEN 2015-2021,AN OVERVIEW OF COMPREHENSIVE TRAINING INHIGHER EDUCATION BETWEEN 2015-2021,an overview of comprehensive training inhigher education between 2015-2021,LEONARDO MAURIS DE LA OSSA,,,,,2312-3605,,RUSSIAN LAW JOURNAL,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,ANALYSIS OF THE DISCOURSES THAT CONSTRUCTED THE IMAGINARY OF THE SUBJECTS IN THE HISTORY OF THE COLOMBIAN EDUCATIONAL SYSTEM: A PROPOSAL TO RECONFIGURE THE ACTIONS OF TEACHERS AND STUDENTS,ANALYSIS OF THE DISCOURSES THAT CONSTRUCTED THE IMAGINARY OF THE SUBJECTS IN THE HISTORY OF THE COLOMBIAN EDUCATIONAL SYSTEM: A PROPOSAL TO RECONFIGURE THE ACTIONS OF TEACHERS AND STUDENTS,analysis of the discourses that constructed the imaginary of the subjects in the history of the colombian educational system a proposal to reconfigure the actions of teachers and students,LEONARDO MAURIS DE LA OSSA,,,,,2312-3605,,RUSSIAN LAW JOURNAL,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Influencia de la personalidad en la percepción de apoyo social y autoaceptación de la población LGBTIQ+,Influencia de la personalidad en la percepción de apoyo social y autoaceptación de la población LGBTIQ+,influencia de la personalidad en la percepcion de apoyo social y autoaceptacion de la poblacion lgbtiq+,MARILUZ CANO GARCIA,,,,,1131-6284,,Revista Espanola Del Pacifico,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Validación y adaptación del Cuestionario de involucramiento en redes sociales digitales (SMEQ) en población colombiana,Validación y adaptación del Cuestionario de involucramiento en redes sociales digitales (SMEQ) en población colombiana,validacion y adaptacion del cuestionario de involucramiento en redes sociales digitales (smeq) en poblacion colombiana,MARILUZ CANO GARCIA,DORIMELY GASPAR CARTAGENA,ERIKA YAMILA MELO ROMERO,RODRIGO MARTIN,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,ACTITUD FRENTE AL HÁBITO DE LA LECTURA EN JÓVENES DE 10° DEL INSEAQ,ACTITUD FRENTE AL HÁBITO DE LA LECTURA EN JÓVENES DE 10° DEL INSEAQ,actitud frente al habito de la lectura en jovenes de 10° del inseaq,CIRO ERNESTO REDONDO MENDOZA,,,,,2695-9623,,HUMAN REVIEW INTERNATIONAL HUMANITIES REVIEW REVISTA INTERNACIONAL DE HUMANIDADES,2023
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Dinámicas familiares frente al consumo de sustancias psicoactivas. Percepciones de adolescentes consumidores y sus cuidadores,Dinámicas familiares frente al consumo de sustancias psicoactivas. Percepciones de adolescentes consumidores y sus cuidadores,dinamicas familiares frente al consumo de sustancias psicoactivas percepciones de adolescentes consumidores y sus cuidadores,CIRO ERNESTO REDONDO MENDOZA,,,,,2711-0788,,SUMMA. Revista disciplinaria en ciencias económicas y sociales,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,History of colombian education: A genealogical-archaeological analysis of the configuration of the subjects (teachers and students),History of colombian education: A genealogical-archaeological analysis of the configuration of the subjects (teachers and students),history of colombian education a genealogical-archaeological analysis of the configuration of the subjects (teachers and students),LEONARDO MAURIS DE LA OSSA,,,,,2145-888,,Hexágono Pedagógico,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Brechas digitales: insumo para estrategias metodológicas de lectura crítica,Brechas digitales: insumo para estrategias metodológicas de lectura crítica,brechas digitales insumo para estrategias metodologicas de lectura critica,JHON JAIRO MENA BARCO,JANETH FERNANDA LLANO SAAVEDRA,GLORIA CECILIA CANO VARGAS,DAVID ALBERTO GARCIA ARANGO,,2389-7856,,PRAXIS COLOMBIA,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Validación de la escala FoMOs (Fear of Missing Out scale) en el contexto colombiano,Validación de la escala FoMOs (Fear of Missing Out scale) en el contexto colombiano,validacion de la escala fomos (fear of missing out scale) en el contexto colombiano,MARILUZ CANO GARCIA,,,,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,PRUEBAS ESTANDARIZADAS Y LA CALIDAD DE LA EDUCACIÓN EN PANAMÁ: ANÁLISIS EN EL CONTEXTO DE LA CRISIS SANITARIA PROVOCADA POR EL COVID-19,PRUEBAS ESTANDARIZADAS Y LA CALIDAD DE LA EDUCACIÓN EN PANAMÁ: ANÁLISIS EN EL CONTEXTO DE LA CRISIS SANITARIA PROVOCADA POR EL COVID-19,pruebas estandarizadas y la calidad de la educacion en panama analisis en el contexto de la crisis sanitaria provocada por el covid-19,LEONARDO MAURIS DE LA OSSA,,,,,2341-1112,,VEGUETA,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Factores biopsicosociales que inciden en el ingreso de adolescentes a la vida criminal.,Factores biopsicosociales que inciden en el ingreso de adolescentes a la vida criminal.,factores biopsicosociales que inciden en el ingreso de adolescentes a la vida criminal,MARILUZ CANO GARCIA,XIMENA TOBON ZAPATA,MARIA ALEJANDRA ZAPATA MOSQUERA,LAURA LONDONO MONTOYA,,2027-3916,,Unaciencia - Revista De Estudios E Investigaciones,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,The use of ICT as a tool for strengthening and developing Virtual Education,The use of ICT as a tool for strengthening and developing Virtual Education,the use of ict as a tool for strengthening and developing virtual education,LEONARDO MAURIS DE LA OSSA,,,,,2717-7564,,JOURNAL OF POSITIVE PSYCHOLOGY AND WELLBEING,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"Liderazgo pedagógico en la educación rural colombiana: los desafíos, retos y oportunidades generadas por la crisis sanitaria del COVID-19","Liderazgo pedagógico en la educación rural colombiana: los desafíos, retos y oportunidades generadas por la crisis sanitaria del COVID-19",liderazgo pedagogico en la educacion rural colombiana los desafios retos y oportunidades generadas por la crisis sanitaria del covid-19,LEONARDO MAURIS DE LA OSSA,,,,,2788-6506,,Revista estudios psicológicos,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Validación y adaptación del ¿Cuestionario de involucramiento en redes sociales digitales (SMEQ)¿ en población colombiana,Validación y adaptación del ¿Cuestionario de involucramiento en redes sociales digitales (SMEQ)¿ en población colombiana,validacion y adaptacion del ¿cuestionario de involucramiento en redes sociales digitales (smeq)¿ en poblacion colombiana,ERIKA YAMILA MELO ROMERO,RODRIGO MARTIN,DORIMELY GASPAR CARTAGENA,MARILUZ CANO GARCIA,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Práctica docente como ejercicio con sentido humano: Reflexión frente a la educación,Práctica docente como ejercicio con sentido humano: Reflexión frente a la educación,practica docente como ejercicio con sentido humano reflexion frente a la educacion,LUIS FERNANDO GARCES GIRALDO,JOVANY ARLEY SEPULVEDA AGUIRRE,ADRIANA PATRICIA ARBOLEDA LOPEZ,,,1315-9984,,REVISTA VENEZOLANA DE GERENCIA,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Impacto de las TIC en el desempeño de los estudiantes en las pruebas estandarizadas durante la crisis sanitaria generada por el COVID-19 en Colombia,Impacto de las TIC en el desempeño de los estudiantes en las pruebas estandarizadas durante la crisis sanitaria generada por el COVID-19 en Colombia,impacto de las tic en el desempeno de los estudiantes en las pruebas estandarizadas durante la crisis sanitaria generada por el covid-19 en colombia,LEONARDO MAURIS DE LA OSSA,BLANCA PATRICIA DOMINGUEZ GIL,,,,2788-6492,,Revista estudios psicológicos,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Impacto de las TIC en los resultados de las pruebas estandarizadas durante el COVID-19,Impacto de las TIC en los resultados de las pruebas estandarizadas durante el COVID-19,impacto de las tic en los resultados de las pruebas estandarizadas durante el covid-19,LEONARDO MAURIS DE LA OSSA,BLANCA PATRICIA DOMINGUEZ GIL,,,,2695-9623,,HUMAN REVIEW INTERNATIONAL HUMANITIES REVIEW REVISTA INTERNACIONAL DE HUMANIDADES,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,LOS EFECTOS DE LA CRISIS SANITARIA DEL COVID-19 EN LA EDUCACIÓN RURAL DE COLOMBIA,LOS EFECTOS DE LA CRISIS SANITARIA DEL COVID-19 EN LA EDUCACIÓN RURAL DE COLOMBIA,los efectos de la crisis sanitaria del covid-19 en la educacion rural de colombia,LEONARDO MAURIS DE LA OSSA,BLANCA PATRICIA DOMINGUEZ GIL,,,,1909-7433,,PANORAMA,2022
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Pair Research Tasks: Promoting Educational Research with Pre-Service Teachers,Pair Research Tasks: Promoting Educational Research with Pre-Service Teachers,pair research tasks promoting educational research with pre-service teachers,EULICES CORDOBA ZUNIGA,URIEL MORENO MORENO,,,,2248-7085,,COLOMBIAN APPLIED LINGUISTICS JOURNAL,2021
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Factores que favorecen la realización de proyectos investigativos en estudiantes universitarios,Factores que favorecen la realización de proyectos investigativos en estudiantes universitarios,factores que favorecen la realizacion de proyectos investigativos en estudiantes universitarios,LUIS FERNANDO GARCES GIRALDO,,,,,0718-5006,,FORMACION UNIVERSITARIA,2021
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,El Proyecto De Vida Y La Retención De Jóvenes Talento En Algunas Provincias Antioqueñas,El Proyecto De Vida Y La Retención De Jóvenes Talento En Algunas Provincias Antioqueñas,el proyecto de vida y la retencion de jovenes talento en algunas provincias antioquenas,GUSTAVO ADOLFO PHEREZ GOMEZ,ANGEL EMILIO MUNOZ CARDONA,,,,2346-3279,,Revista En Contexto,2020
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Implementación de la Línea de Investigación-Creación en los procesos formativos y académicos de la Corporación Universitaria Adventista,Implementación de la Línea de Investigación-Creación en los procesos formativos y académicos de la Corporación Universitaria Adventista,implementacion de la linea de investigacion-creacion en los procesos formativos y academicos de la corporacion universitaria adventista,JORGE HOYOS RENTERIA,,,,,2711-0303,,UNACIENCIA,2020
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Tendencias investigativas en educación en ciberseguridad: un estudio bibliométrico,Tendencias investigativas en educación en ciberseguridad: un estudio bibliométrico,tendencias investigativas en educacion en ciberseguridad un estudio bibliometrico,LUIS FERNANDO GARCES GIRALDO,ALEJANDRO VALENCIA ARIAS,MARIA CAMILA BERMEO GIRALDO,,,1646-9895,,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,2020
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Estrategias Pedagógicas Enfocadas en las Necesidades Educativas Especiales: Resultados de una Prueba Piloto de un Proyecto Integrador,Estrategias Pedagógicas Enfocadas en las Necesidades Educativas Especiales: Resultados de una Prueba Piloto de un Proyecto Integrador,estrategias pedagogicas enfocadas en las necesidades educativas especiales resultados de una prueba piloto de un proyecto integrador,GUSTAVO ADOLFO PHEREZ GOMEZ,SONIA LUCIA VARGAS AMEZQUITA,ERIKA YAMILA MELO ROMERO,,,2711-0303,,UNACIENCIA,2019
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,"INTERVENCIÓN EN LAS PROBLEMÁTICAS FAMILIARES, BARRIO LA DIVISA, COMUNA 13 ¿ MEDELLÍN","INTERVENCIÓN EN LAS PROBLEMÁTICAS FAMILIARES, BARRIO LA DIVISA, COMUNA 13 ¿ MEDELLÍN",intervencion en las problematicas familiares barrio la divisa comuna 13 ¿ medellin,JENIFFER XIMENA VEGA FAJARDO,SONIA LUCIA VARGAS AMEZQUITA,,,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2018
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Desarrollo motriz y de lenguaje en el niño con síndrome de Williams a la edad de tres años,Desarrollo motriz y de lenguaje en el niño con síndrome de Williams a la edad de tres años,desarrollo motriz y de lenguaje en el nino con sindrome de williams a la edad de tres anos,JENIFFER XIMENA VEGA FAJARDO,,,,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2018
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Neuroaprendizaje una propuesta educativa: Herramientas para mejorar la praxis del docente.,Neuroaprendizaje una propuesta educativa: Herramientas para mejorar la praxis del docente.,neuroaprendizaje una propuesta educativa herramientas para mejorar la praxis del docente,GUSTAVO ADOLFO PHEREZ GOMEZ,,,,,1657-8953,,Civilizar,2018
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,HACIA UNA PEDAGOGOGIA COMPRENSIVA-RESTUARADORA UNAC,HACIA UNA PEDAGOGOGIA COMPRENSIVA-RESTUARADORA UNAC,hacia una pedagogogia comprensiva-restuaradora unac,LUZ DORIS CHAPARRO SALAZAR,JENNY MERCEDES AGUIRRE VALLEJO,,,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2018
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,VALORACIÓN CUALITATIVA DEL DESARROLLO EN LA PRIMERA INFANCIA,VALORACIÓN CUALITATIVA DEL DESARROLLO EN LA PRIMERA INFANCIA,valoracion cualitativa del desarrollo en la primera infancia,SONIA LUCIA VARGAS AMEZQUITA,JENIFFER XIMENA VEGA FAJARDO,MARIA GLADYS ROMERO QUIROGA,,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2018
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Análisis de las dificultades de los estudiantes angloparlantes con el aprendizaje del español en Jamaica,Análisis de las dificultades de los estudiantes angloparlantes con el aprendizaje del español en Jamaica,analisis de las dificultades de los estudiantes angloparlantes con el aprendizaje del espanol en jamaica,EDISON VALENCIA MOSQUERA,LICENIA YANETH PEREA SANTOS,,,,1657-8953,,Civilizar,2018
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Teaching English as a Second Language at a University in Colombia That Uses Virtual Environments: A Case Study,Teaching English as a Second Language at a University in Colombia That Uses Virtual Environments: A Case Study,teaching english as a second language at a university in colombia that uses virtual environments a case study,NANCY ESTHER RUIZ GALLEGO,,,,,1409-4258,,REVISTA ELECTRONICA EDUCARE,2017
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,El diseño curricular. Un estado de arte,El diseño curricular. Un estado de arte,el diseno curricular un estado de arte,GELVER PEREZ PULIDO,WILSON ARANA PALOMINO,MILTON ANDRES JARA RAMIREZ,,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2017
1,Artículo,Nuevo Conocimiento,Pedagogía cultura y sociedad ,Pedagogía cultura y sociedad ,Valoración cualitativa del desarrollo en la primera infancia,Valoración cualitativa del desarrollo en la primera infancia,valoracion cualitativa del desarrollo en la primera infancia,JENIFFER XIMENA VEGA FAJARDO,SONIA LUCIA VARGAS AMEZQUITA,,,,2027-2448,,REVISTA PENSAMIENTO AMERICANO,2017
